entropia,entropiaR,entropiaG,entropiaB,rango_dinamico,rango_dinamicoR,rango_dinamicoG,rango_dinamicoB,std_intensidad,var_intensidad,var_intensidadR,var_intensidadG,var_intensidadB,CDR,DDLS,dist1,dist2,dist3,dist4,radioD,radioC,centro1,centro2,media,media_r,media_g,media_b,nitidez_borde,nitidez_bordeR,nitidez_bordeG,nitidez_bordeB,contrast_red,homogeneity_red,correlation_red,entropy_red,energy_red,contrast_green,homogeneity_green,correlation_green,entropy_green,energy_green,contrast_blue,homogeneity_blue,correlation_blue,entropy_blue,energy_blue,contrast_gray,homogeneity_gray,correlation_gray,entropy_gray,energy_gray,energy_db3,average_dh_db3,average_dv_db3,energy_sym3,average_dh_sym3,average_dv_sym3,energy_bior33,average_dh_bior33,average_dv_bior33,energy_bior35,average_dh_bior35,average_dv_bior35,energy_bior37,average_dh_bior37,average_dv_bior37,imagen,glaucoma
6.31312761444209,3.52980244811669,6.22958842977222,4.61881241700422,194,255,194,47,28.0038228167339,784.214092351026,1838.8492801741,768.601341066629,51.0498928383155,1.84883720930233,0.459119496855346,-76.9530465930806,-3.95304659308061,-27.3123666052767,45.6876333947233,79.5,43,-40.4530465930806,9.18763339472329,128.15442962963,242.363388888889,116.877122222222,25.2227777777778,864740,1197847,901258,680122,41.0866443701225,0.714411078423722,0.9884226904979,3.52980244811669,22337002,13.4934894091416,0.597291512795499,0.99105763173409,6.22958842977222,22310161,3.58530657748049,0.60941571365495,0.964478521695823,4.61881241700422,22223590,15.7032998885173,0.655208099554264,0.989694249705489,5.70706731239429,22321001,3.51075140959297e-05,2.66180785488246e-05,2.57509097853047e-06,3.51075140959297e-05,2.66180785488246e-05,2.57509097853047e-06,1.26321520401542e-05,2.63915692724186e-05,1.57505251876497e-05,1.33967317607598e-05,2.36597874711801e-05,1.71877072238905e-05,1.40424247285877e-05,2.38013580888609e-05,1.82311661510408e-05,image_0001.jpg,0
6.85061409897859,5.78412037139107,6.07058252908941,3.94896696956111,173,255,156,53,17.7671735196131,315.672454876042,745.440423115319,316.020875676396,15.6002693239801,1.36363636363636,0.266666666666667,-10.8816653630603,13.1183346369397,-11.1675989473539,12.8324010526461,45,33,1.11833463693975,0.832401052646134,119.165118518519,227.145577777778,93.5536666666667,36.7961111111111,714084,1210605,750111,652612,3.7647491638796,0.656203655959325,0.997453363525693,5.78412037139107,22943761,2.56624303232999,0.638876879621538,0.995930876726114,6.07058252908941,22941970,1.9221850613155,0.640731344171609,0.938098011254586,3.94896696956111,22940139,2.11140468227425,0.680390932811756,0.996637562156922,6.02551637800295,22942663,6.45663854261376e-06,2.20259361948093e-05,-2.04436661870517e-06,6.45663854261376e-06,2.20259361948093e-05,-2.04436661870517e-06,4.55799109464131e-06,2.6600974235651e-05,5.27569629244418e-06,4.8332899139871e-06,2.72043520842268e-05,7.78611880496317e-06,5.08743137089636e-06,2.71139951557426e-05,1.16655774657389e-05,image_0002.jpg,0
7.54298502899703,6.67514566672232,6.65847447029357,5.51174112877567,226,255,227,145,31.8807112146148,1016.37974754966,1887.13429292128,983.784148395601,225.903567369884,2.43636363636364,0.58955223880597,-63.2514740145243,15.7485259854757,-49.9431101602556,29.0568898397444,67,27.5,-23.7514740145243,-10.4431101602556,117.838592592593,201.979244444444,101.593477777778,49.9430555555556,1267223,1372524,1204450,957251,14.813745819398,0.523138493954883,0.996018222396529,6.67514566672232,22396810,15.8764325529543,0.468126354325959,0.991883382455384,6.65847447029357,22380418,5.79460423634337,0.509230040034456,0.987096690111313,5.51174112877567,22367773,11.2939241917503,0.503552673462917,0.99438961087548,6.57299029893565,22386382,2.34528310141188e-05,2.07222108636144e-05,1.91334459139796e-05,2.34528310141188e-05,2.07222108636144e-05,1.91334459139796e-05,1.14317407549039e-05,2.41496273848082e-05,1.98417746568072e-05,1.16848802891274e-05,1.75957788812721e-05,2.45322000418287e-05,1.19662451342909e-05,2.43919347499491e-05,1.47745081407123e-05,image_0003.jpg,0
6.68906305091742,5.90871779809273,5.17300437787191,4.24248019338206,75,104,88,31,9.7319099449932,94.7100711774575,305.959774782189,97.3705802163239,22.8043454111219,2.1304347826087,0.530612244897959,-7.67882021247641,44.3211797875236,-30.6807589265255,21.3192410734745,49,23,18.3211797875236,-4.6807589265255,106.762159259259,188.786244444444,100.177111111111,31.3231222222222,904054,1229283,938723,750980,2.88288740245262,0.579525954319432,0.995275925979419,5.90871779809273,22950000,3.93659977703456,0.571053674215045,0.97982203620044,5.17300437787191,22950000,2.40849498327759,0.589443984357028,0.946950717269041,4.24248019338206,22950000,2.62107023411371,0.603865974202931,0.986167692134901,5.10227656594401,22950000,7.20446643463489e-06,-1.78021855626674e-05,2.40225014087598e-05,7.20446643463489e-06,-1.78021855626674e-05,2.40225014087598e-05,5.24886208132036e-06,-1.94753159711489e-05,2.7760554219553e-05,5.22283660352678e-06,-1.49174898237132e-05,2.84266542204822e-05,5.21729956638971e-06,-1.23372026252568e-05,2.70046600370623e-05,image_0004.jpg,0
6.18308518921136,3.40912637876854,6.16843349467759,4.2340776358983,203,255,206,55,14.3978456162773,207.297958390155,142.312073748844,469.297868862123,23.1532579971876,2.69230769230769,0.628571428571429,-40.4525947327901,47.5474052672099,-44.0992178996712,43.9007821003288,70,26,3.54740526720991,-0.0992178996712312,127.213325925926,250.071544444444,102.673944444444,28.8944888888889,799373,1287077,904294,704589,4.94845039018952,0.700406965061936,0.98165011770367,3.40912637876854,22924359,7.09301003344482,0.559618259727953,0.992440857689135,6.16843349467759,22922059,2.66839464882943,0.596603241516467,0.942205795930563,4.2340776358983,22917506,4.14496098104794,0.627102414050523,0.989912290614331,5.5694369320698,22922685,8.76171824822154e-06,2.91167895097763e-05,-1.97844339731017e-05,8.76171824822154e-06,2.91167895097763e-05,-1.97844339731017e-05,5.05582108104894e-06,3.31029983440253e-05,-1.71149294012084e-05,5.34281563403326e-06,2.78557524076225e-05,-1.69823164697698e-05,5.64528786077852e-06,2.96462133035312e-05,-1.18708715206762e-05,image_0007.jpg,0
7.3585890499977,6.46910188960532,6.29713455113723,5.49484419904916,166,136,186,192,27.3639472172167,748.785607306624,838.697420681337,870.856655562344,559.513672978588,2.1,0.523809523809524,-34.9606201689276,20.0393798310724,-24.6203136290681,30.3796863709319,52.5,25,-7.46062016892765,2.87968637093186,119.947159259259,193.966033333333,117.145977777778,48.7294666666667,1048368,1290440,1051183,856942,4.06885172798216,0.533574391126648,0.997570841981195,6.46910188960532,22950000,7.43390189520626,0.507170572638832,0.995737088411334,6.29713455113723,22950000,4.7556856187291,0.518445743674029,0.995758617518257,5.49484419904916,22950000,4.87052396878485,0.527536011770961,0.996749584277129,6.38812348236374,22950000,9.94369674351481e-06,-2.58191685313556e-05,2.34075801670835e-05,9.94369674351481e-06,-2.58191685313556e-05,2.34075801670835e-05,8.60249814535399e-06,-2.13900626037077e-05,3.13374527477714e-05,8.48609390007798e-06,-1.98715753861374e-05,2.96026497878042e-05,8.47993808856089e-06,-5.40241916700403e-06,2.75501412417675e-05,image_0008.jpg,0
7.60775750669382,6.54384540835489,6.55160710069588,6.05559294587464,158,121,178,172,24.8596464575562,618.002021994689,766.627421189124,712.530258245338,418.36062231605,2.45833333333333,0.593220338983051,-22.5857482284993,47.4142517715007,-31.6452766381637,38.3547233618363,59,24,12.4142517715007,3.35472336183634,142.147355555556,215.523266666667,135.993955555556,74.9248444444444,1578509,1700761,1526852,1265556,8.26304347826087,0.453021835086059,0.994589511338435,6.54384540835489,22950000,14.2596321070234,0.422770171497862,0.989991059071452,6.55160710069588,22950000,8.4897212931995,0.443674122807337,0.98985474272979,6.05559294587464,22950000,9.69577480490522,0.44465818667832,0.992143278456453,6.56884973543936,22950000,2.50239655626394e-05,-3.25272373474374e-05,1.00690365648336e-05,2.50239655626394e-05,-3.25272373474374e-05,1.00690365648336e-05,1.70613255458962e-05,-3.82262216476155e-05,8.58036836845913e-06,1.69667108676425e-05,-3.53924852329068e-05,7.04895967231869e-06,1.6980845438868e-05,-3.18372004252517e-05,5.74507277799213e-06,image_0009.jpg,0
7.30752435549638,6.36441405602644,6.52606648945751,5.75540327783072,226,255,224,162,40.7843449401962,1663.3627922009,3161.71164230702,1469.58573386618,604.495201721377,3.5,0.714285714285714,-47.3863924469952,67.6136075530048,-62.7764006622936,52.2235993377064,80.5,23,10.1136075530048,-5.27640066229361,132.877125925926,207.952988888889,115.336444444444,75.3419444444445,1000576,1211101,946809,845983,32.6221516164995,0.590487437672842,0.99473513037272,6.36441405602644,21708288,16.5877926421404,0.544124142905586,0.994287648234466,6.52606648945751,21675625,9.15861761426977,0.558211654320974,0.99232995459681,5.75540327783072,21657608,17.4159420289855,0.582183600988769,0.994678386923419,6.3918427785883,21685979,3.38322620333732e-05,1.0432090527023e-05,-2.47519617835913e-05,3.38322620333732e-05,1.0432090527023e-05,-2.47519617835913e-05,1.27291438808934e-05,1.31251104611189e-05,3.1901537367486e-06,1.40862476869395e-05,1.63975465966831e-05,4.47235378282433e-05,1.46834378807419e-05,1.57152203355151e-05,3.60496637224443e-05,image_0010.jpg,1
7.57203604165066,6.12831613666709,6.66127768951303,6.27488322185611,169,107,203,193,29.6647300815482,879.996210811108,560.58571038888,1176.2270361404,899.238943697398,1.86440677966102,0.463636363636364,-29.4378769904459,21.5621230095541,-29.3518344762643,21.6481655237357,55,29.5,-3.93787699044591,-3.85183447626426,127.430222222222,204.747311111111,118.6804,58.8629555555556,1484501,1576493,1377730,1138431,6.54447045707916,0.479973506985121,0.994151026716534,6.12831613666709,22950000,14.1523857302118,0.440964262365445,0.993986424179988,6.66127768951303,22950000,8.25986622073577,0.456322273168296,0.995412542588707,6.27488322185611,22950000,9.3528874024526,0.462864954884304,0.994684962593029,6.53302888162427,22950000,2.07337438370592e-05,2.01115649716485e-07,-2.86096690110157e-05,2.07337438370592e-05,2.01115649716485e-07,-2.86096690110157e-05,1.2414650202295e-05,4.30327199443129e-06,-2.83063159049763e-05,1.24158897162419e-05,9.59749469506731e-06,-2.05037676490986e-05,1.24627762258287e-05,1.20269213178259e-05,-2.41169583102078e-05,image_0011.jpg,0
7.38435721983369,6.1656795161401,6.81685569114467,5.26889936381819,145,124,169,93,28.3862351873909,805.778348113868,1055.75262949724,1022.36026211205,162.397744487408,1.81967213114754,0.45045045045045,-27.6087053971669,22.3912946028331,-25.6645407694908,24.3354592305092,55.5,30.5,-2.60870539716691,-0.66454076949077,121.268311111111,217.057744444444,100.815044444444,45.9321444444444,1228537,1424724,1213580,964633,3.96211817168339,0.545810644534675,0.998120422914576,6.1656795161401,22950000,13.3722630992196,0.467011843308036,0.993461305478191,6.81685569114467,22950000,5.00984392419176,0.512443200610948,0.984587955498714,5.26889936381819,22950000,7.11677814938685,0.511656617361634,0.995581507847282,6.69343817503057,22950000,1.83789035048143e-05,2.09899714838531e-05,1.30250500486201e-05,1.83789035048143e-05,2.09899714838531e-05,1.30250500486201e-05,1.08716541875474e-05,1.1324227777317e-05,1.78596258017072e-05,1.09008785948397e-05,8.80868899328629e-06,1.281719601212e-05,1.09904465139038e-05,1.06751791864264e-05,1.33682319690329e-05,image_0012.jpg,0
